Specie,Group,Assembly,Query,ProteinLength,IsoelectricPoint,MolecularWeight,Localizations,Orthogroup,Domains,Orthogroup_
Lutzomyia longipalpis,Diptera,GCF_024334085.1,XP_055681034.1,500,6.6152,57158.54,Golgi apparatus,OG0000000,['Glyco_hydro_18'],0
Lutzomyia longipalpis,Diptera,GCF_024334085.1,XP_055681662.1,411,5.7921,46754.0,Extracellular,OG0000000,['Glyco_hydro_18'],0
Lutzomyia longipalpis,Diptera,GCF_024334085.1,XP_055681663.1,410,5.5474,46819.54,Extracellular,OG0000000,['Glyco_hydro_18'],0
Lutzomyia longipalpis,Diptera,GCF_024334085.1,XP_055683010.1,389,6.6508,43603.94,Extracellular,OG0000000,['Glyco_hydro_18'],0
Lutzomyia longipalpis,Diptera,GCF_024334085.1,XP_055683115.1,2625,6.6838,294718.94,Extracellular,OG0000000,"['Glyco_hydro_18', 'CBM_14', 'CBM_14']",0
Penaeus monodon,Decapoda,GCF_015228065.2,XP_037779758.1,550,4.1247,60917.6,Extracellular,OG0000000,"['Glyco_hydro_18', 'CBM_14', 'CBM_14']",0
Lutzomyia longipalpis,Diptera,GCF_024334085.1,XP_055686057.1,473,6.1821,53239.22,Extracellular,OG0000000,"['Glyco_hydro_18', 'CBM_14']",0
Schistocerca cancellata,Orthoptera,GCF_023864275.1,XP_049783895.1,432,5.9214,47635.13,Cell membrane,OG0000000,['Glyco_hydro_18'],0
Lutzomyia longipalpis,Diptera,GCF_024334085.1,XP_055686858.1,487,6.9235,54171.7,Cell membrane,OG0000000,['Glyco_hydro_18'],0
Apis cerana,Hymenoptera,GCF_029169275.1,XP_016907346.2,1405,5.9015,156794.74,Extracellular,OG0000000,"['Glyco_hydro_18', 'CBM_14', 'CBM_14']",0
Apis cerana,Hymenoptera,GCF_029169275.1,XP_016909209.2,2665,7.0058,301012.64,Extracellular,OG0000000,"['Glyco_hydro_18', 'CBM_14', 'Glyco_hydro_18', 'CBM_14', 'CBM_14', 'CBM_14', 'Glyco_hydro_18', 'Glyco_hydro_18', 'CBM_14', 'Glyco_hydro_18']",0
Apis cerana,Hymenoptera,GCF_029169275.1,XP_016914438.1,394,6.1464,44337.08,Extracellular,OG0000000,['Glyco_hydro_18'],0
Apis cerana,Hymenoptera,GCF_029169275.1,XP_016922880.2,968,5.6607,110162.86,Extracellular,OG0000000,"['Glyco_hydro_18', 'Glyco_hydro_18', 'CBM_14']",0
Penaeus monodon,Decapoda,GCF_015228065.2,XP_037779757.1,597,4.1879,67055.07,Extracellular,OG0000000,"['Glyco_hydro_18', 'CBM_14', 'CBM_14']",0
Apis cerana,Hymenoptera,GCF_029169275.1,XP_028521305.2,1942,5.5238,217697.16,Extracellular,OG0000000,"['Glyco_hydro_18', 'CBM_14', 'CBM_14']",0
Apis cerana,Hymenoptera,GCF_029169275.1,XP_061930715.1,516,7.0863,56955.94,Extracellular,OG0000000,"['Glyco_hydro_18', 'CBM_14']",0
Apis cerana,Hymenoptera,GCF_029169275.1,XP_061931646.1,469,7.9527,53690.58,Golgi apparatus,OG0000000,['Glyco_hydro_18'],0
Lutzomyia longipalpis,Diptera,GCF_024334085.1,XP_055688740.1,1006,7.0999,112450.6,Extracellular,OG0000000,"['Glyco_hydro_18', 'Glyco_hydro_18', 'CBM_14']",0
Schistocerca cancellata,Orthoptera,GCF_023864275.1,XP_049784053.1,1812,5.831,200247.86,Extracellular,OG0000000,"['Glyco_hydro_18', 'CBM_14', 'CBM_14']",0
Schistocerca cancellata,Orthoptera,GCF_023864275.1,XP_049785173.1,493,5.7176,52732.99,Extracellular,OG0000000,"['Glyco_hydro_18', 'CBM_14']",0
Schistocerca cancellata,Orthoptera,GCF_023864275.1,XP_049785579.1,482,5.2734,51430.43,Extracellular,OG0000000,"['Glyco_hydro_18', 'CBM_14']",0
Drosophila subobscura,Diptera,GCF_008121235.1,XP_034663625.1,449,7.0148,50275.58,Cell membrane,OG0000000,['Glyco_hydro_18'],0
Drosophila subobscura,Diptera,GCF_008121235.1,XP_034667104.1,2466,6.4099,274147.98,Extracellular,OG0000000,"['Glyco_hydro_18', 'CBM_14', 'CBM_14', 'CBM_14', 'Glyco_hydro_18', 'Glyco_hydro_18', 'CBM_14', 'Glyco_hydro_18']",0
Penaeus monodon,Decapoda,GCF_015228065.2,XP_037778433.1,504,8.3902,54994.29,Extracellular,OG0000000,"['Glyco_hydro_18', 'CBM_14']",0
Photinus pyralis,Coleoptera,GCF_008802855.1,XP_031330454.1,462,5.823,51949.87,Cell membrane|Lysosome/Vacuole,OG0000000,['Glyco_hydro_18'],0
Photinus pyralis,Coleoptera,GCF_008802855.1,XP_031330910.1,352,7.1251,39058.33,Cytoplasm,OG0000000,['Glyco_hydro_18'],0
Photinus pyralis,Coleoptera,GCF_008802855.1,XP_031331229.1,366,7.1573,41518.95,Cytoplasm|Extracellular,OG0000000,['Glyco_hydro_18'],0
Photinus pyralis,Coleoptera,GCF_008802855.1,XP_031331230.1,366,7.1573,41518.95,Cytoplasm|Extracellular,OG0000000,['Glyco_hydro_18'],0
Photinus pyralis,Coleoptera,GCF_008802855.1,XP_031335412.1,376,9.1418,41296.11,Extracellular,OG0000000,['Glyco_hydro_18'],0
Drosophila subobscura,Diptera,GCF_008121235.1,XP_034661171.1,594,6.766,67251.01,Extracellular,OG0000000,"['Glyco_hydro_18', 'CBM_14']",0
Photinus pyralis,Coleoptera,GCF_008802855.1,XP_031335413.1,376,9.1418,41296.11,Extracellular,OG0000000,['Glyco_hydro_18'],0
Photinus pyralis,Coleoptera,GCF_008802855.1,XP_031337074.1,377,9.5433,41917.94,Extracellular,OG0000000,['Glyco_hydro_18'],0
Penaeus monodon,Decapoda,GCF_015228065.2,XP_037776496.1,415,4.9396,46463.69,Extracellular,OG0000000,['Glyco_hydro_18'],0
Photinus pyralis,Coleoptera,GCF_008802855.1,XP_031339205.1,995,6.4729,113207.97,Extracellular,OG0000000,"['Glyco_hydro_18', 'Glyco_hydro_18', 'CBM_14']",0
Photinus pyralis,Coleoptera,GCF_008802855.1,XP_031350731.1,2751,6.4134,310837.18,Extracellular,OG0000000,"['Glyco_hydro_18', 'CBM_14', 'Glyco_hydro_18', 'CBM_14', 'CBM_14', 'CBM_14', 'Glyco_hydro_18', 'Glyco_hydro_18', 'CBM_14', 'Glyco_hydro_18']",0
Photinus pyralis,Coleoptera,GCF_008802855.1,XP_031357311.1,529,5.8251,59776.44,Extracellular,OG0000000,"['Glyco_hydro_18', 'CBM_14']",0
Photinus pyralis,Coleoptera,GCF_008802855.1,XP_031357312.1,529,5.8251,59776.44,Extracellular,OG0000000,"['Glyco_hydro_18', 'CBM_14']",0
Photinus pyralis,Coleoptera,GCF_008802855.1,XP_031359229.1,1400,6.6895,154178.46,Extracellular,OG0000000,"['Glyco_hydro_18', 'Endonuclea_NS_2']",0
Drosophila sechellia,Diptera,GCF_004382195.2,XP_002031282.1,592,6.2975,66673.3,Extracellular,OG0000000,"['Glyco_hydro_18', 'CBM_14']",0
Photinus pyralis,Coleoptera,GCF_008802855.1,XP_031336665.1,378,5.3716,41319.87,Extracellular,OG0000000,['Glyco_hydro_18'],0
Penaeus monodon,Decapoda,GCF_015228065.2,XP_037776495.1,415,4.9396,46463.69,Extracellular,OG0000000,['Glyco_hydro_18'],0
Drosophila subobscura,Diptera,GCF_008121235.1,XP_034656125.1,483,5.3246,53844.64,Cell membrane,OG0000000,['Glyco_hydro_18'],0
Drosophila subobscura,Diptera,GCF_008121235.1,XP_034655135.1,1012,6.2738,113197.29,Extracellular,OG0000000,"['Glyco_hydro_18', 'Glyco_hydro_18', 'CBM_14']",0
Schistocerca cancellata,Orthoptera,GCF_023864275.1,XP_049786022.1,507,4.5415,54122.92,Extracellular,OG0000000,"['Glyco_hydro_18', 'CBM_14']",0
Venturia canescens,Hymenoptera,GCF_019457755.1,XP_043267881.1,2684,6.8726,300750.66,Extracellular,OG0000000,"['Glyco_hydro_18', 'CBM_14', 'Glyco_hydro_18', 'CBM_14', 'CBM_14', 'CBM_14', 'Glyco_hydro_18', 'Glyco_hydro_18', 'CBM_14', 'Glyco_hydro_18']",0
Venturia canescens,Hymenoptera,GCF_019457755.1,XP_043270406.1,3982,5.0543,444469.64,Extracellular,OG0000000,"['Glyco_hydro_18', 'CBM_14', 'CBM_14']",0
Venturia canescens,Hymenoptera,GCF_019457755.1,XP_043276922.1,392,7.1249,44827.99,Extracellular,OG0000000,['Glyco_hydro_18'],0
Venturia canescens,Hymenoptera,GCF_019457755.1,XP_043277380.1,427,6.9509,47672.13,Extracellular,OG0000000,['Glyco_hydro_18'],0
Venturia canescens,Hymenoptera,GCF_019457755.1,XP_043277639.1,522,6.8066,57165.55,Extracellular,OG0000000,"['Glyco_hydro_18', 'CBM_14']",0
Venturia canescens,Hymenoptera,GCF_019457755.1,XP_043277642.1,392,4.9618,43894.38,Extracellular,OG0000000,['Glyco_hydro_18'],0
Venturia canescens,Hymenoptera,GCF_019457755.1,XP_043277643.1,392,4.9618,43894.38,Extracellular,OG0000000,['Glyco_hydro_18'],0
Drosophila subobscura,Diptera,GCF_008121235.1,XP_034656124.1,483,5.3246,53844.64,Cell membrane,OG0000000,['Glyco_hydro_18'],0
Venturia canescens,Hymenoptera,GCF_019457755.1,XP_043277713.1,502,7.7392,56014.38,Extracellular,OG0000000,['Glyco_hydro_18'],0
Venturia canescens,Hymenoptera,GCF_019457755.1,XP_043281814.1,967,6.0175,109150.41,Extracellular,OG0000000,"['Glyco_hydro_18', 'Glyco_hydro_18', 'CBM_14']",0
Penaeus monodon,Decapoda,GCF_015228065.2,XP_037779748.1,494,4.4901,54834.91,Extracellular,OG0000000,"['Glyco_hydro_18', 'CBM_14']",0
Penaeus monodon,Decapoda,GCF_015228065.2,XP_037778671.1,430,6.5447,48415.73,Golgi apparatus,OG0000000,['Glyco_hydro_18'],0
Venturia canescens,Hymenoptera,GCF_019457755.1,XP_043286194.1,392,5.3406,44461.18,Extracellular,OG0000000,['Glyco_hydro_18'],0
Drosophila subobscura,Diptera,GCF_008121235.1,XP_034651437.1,474,5.2097,52523.19,Extracellular,OG0000000,"['Glyco_hydro_18', 'CBM_14']",0
Drosophila subobscura,Diptera,GCF_008121235.1,XP_034651438.1,469,6.7475,54365.42,Extracellular,OG0000000,"['Glyco_hydro_18', 'CBM_14']",0
Drosophila subobscura,Diptera,GCF_008121235.1,XP_034652817.1,465,4.3198,50387.56,Extracellular|Lysosome/Vacuole,OG0000000,"['Glyco_hydro_18', 'CBM_14']",0
Drosophila subobscura,Diptera,GCF_008121235.1,XP_034653102.1,369,4.7517,40987.69,Extracellular,OG0000000,['Glyco_hydro_18'],0
Venturia canescens,Hymenoptera,GCF_019457755.1,XP_043279576.1,446,5.4692,49947.97,Cell membrane,OG0000000,['Glyco_hydro_18'],0
Vespula pensylvanica,Hymenoptera,GCF_014466175.1,XP_043674078.1,2299,5.0809,260113.35,Extracellular,OG0000000,"['Glyco_hydro_18', 'CBM_14']",0
Uranotaenia lowii,Diptera,GCF_029784155.1,XP_055610641.1,391,4.9314,44214.79,Extracellular,OG0000000,['Glyco_hydro_18'],0
Uranotaenia lowii,Diptera,GCF_029784155.1,XP_055611238.1,367,8.0276,41444.12,Extracellular,OG0000000,['Glyco_hydro_18'],0
Culex quinquefasciatus,Diptera,GCF_015732765.1,XP_038118464.1,1007,5.9933,113003.2,Extracellular,OG0000000,"['Glyco_hydro_18', 'Glyco_hydro_18', 'CBM_14']",0
Culex quinquefasciatus,Diptera,GCF_015732765.1,XP_038118465.1,1007,5.9933,113003.2,Extracellular,OG0000000,"['Glyco_hydro_18', 'Glyco_hydro_18', 'CBM_14']",0
Culex quinquefasciatus,Diptera,GCF_015732765.1,XP_038118466.1,1007,5.9933,113003.2,Extracellular,OG0000000,"['Glyco_hydro_18', 'Glyco_hydro_18', 'CBM_14']",0
Culex quinquefasciatus,Diptera,GCF_015732765.1,XP_038118933.1,389,4.9364,43581.02,Extracellular,OG0000000,['Glyco_hydro_18'],0
Culex quinquefasciatus,Diptera,GCF_015732765.1,XP_038121909.1,392,6.6837,43675.04,Extracellular,OG0000000,['Glyco_hydro_18'],0
Culex quinquefasciatus,Diptera,GCF_015732765.1,XP_038122961.1,545,6.6831,61816.72,Golgi apparatus,OG0000000,['Glyco_hydro_18'],0
Lucilia cuprina,Diptera,GCF_022045245.1,XP_023294828.2,481,7.4626,54985.64,Golgi apparatus,OG0000000,['Glyco_hydro_18'],0
Lucilia cuprina,Diptera,GCF_022045245.1,XP_023305065.2,493,6.2876,56376.94,Extracellular,OG0000000,"['Glyco_hydro_18', 'CBM_14']",0
Lucilia cuprina,Diptera,GCF_022045245.1,XP_023305077.2,472,4.5618,51942.1,Extracellular,OG0000000,"['Glyco_hydro_18', 'CBM_14']",0
Wasmannia auropunctata,Hymenoptera,GCF_000956235.1,XP_011691364.1,447,6.7212,50096.25,Cell membrane,OG0000000,['Glyco_hydro_18'],0
Lucilia cuprina,Diptera,GCF_022045245.1,XP_023308010.2,562,6.4503,63873.42,Extracellular,OG0000000,"['Glyco_hydro_18', 'CBM_14']",0
Lucilia cuprina,Diptera,GCF_022045245.1,XP_046803008.1,7503,4.8134,832675.98,Extracellular,OG0000000,"['Glyco_hydro_18', 'CBM_14', 'CBM_14']",0
Lucilia cuprina,Diptera,GCF_022045245.1,XP_046807623.1,873,4.9239,98598.36,Cytoplasm|Extracellular,OG0000000,"['Glyco_hydro_18', 'Glyco_hydro_18', 'CBM_14']",0
Lucilia cuprina,Diptera,GCF_022045245.1,XP_046807960.1,502,6.0035,56988.61,Cell membrane,OG0000000,['Glyco_hydro_18'],0
Lucilia cuprina,Diptera,GCF_022045245.1,XP_046808685.1,1228,6.7929,138576.41,Extracellular,OG0000000,"['Glyco_hydro_18', 'Glyco_hydro_18', 'CBM_14', 'Glyco_hydro_18']",0
Lucilia cuprina,Diptera,GCF_022045245.1,XP_046811326.1,422,7.97,48442.45,Extracellular,OG0000000,['Glyco_hydro_18'],0
Thrips palmi,Thysanoptera,GCF_012932325.1,XP_034238963.1,488,7.2316,55108.42,Golgi apparatus,OG0000000,['Glyco_hydro_18'],0
Wasmannia auropunctata,Hymenoptera,GCF_000956235.1,XP_011691365.1,447,6.7212,50096.25,Cell membrane,OG0000000,['Glyco_hydro_18'],0
Culex quinquefasciatus,Diptera,GCF_015732765.1,XP_038117022.1,2015,6.2277,224033.64,Extracellular,OG0000000,"['Glyco_hydro_18', 'CBM_14', 'Glyco_hydro_18', 'CBM_14', 'Glyco_hydro_18', 'CBM_14']",0
Culex quinquefasciatus,Diptera,GCF_015732765.1,XP_038114608.1,443,5.5573,48880.42,Extracellular,OG0000000,['Glyco_hydro_18'],0
Culex quinquefasciatus,Diptera,GCF_015732765.1,XP_038114607.1,443,5.5573,48880.42,Extracellular,OG0000000,['Glyco_hydro_18'],0
Anopheles gambiae,Diptera,GCF_943734735.2,XP_310662.6,599,8.4051,67826.73,Golgi apparatus,OG0000000,['Glyco_hydro_18'],0
Wasmannia auropunctata,Hymenoptera,GCF_000956235.1,XP_011700017.1,523,6.8033,58695.74,Extracellular,OG0000000,"['Glyco_hydro_18', 'CBM_14']",0
Anopheles gambiae,Diptera,GCF_943734735.2,XP_315351.5,477,8.2165,51171.44,Extracellular,OG0000000,"['Glyco_hydro_18', 'CBM_14']",0
Anopheles gambiae,Diptera,GCF_943734735.2,XP_315650.5,485,5.4873,52599.75,Cell membrane,OG0000000,['Glyco_hydro_18'],0
Anopheles gambiae,Diptera,GCF_943734735.2,XP_316142.5,411,5.985,45576.01,Extracellular,OG0000000,['Glyco_hydro_18'],0
Anopheles gambiae,Diptera,GCF_943734735.2,XP_316448.3,521,5.1615,56687.78,Extracellular,OG0000000,"['Glyco_hydro_18', 'CBM_14']",0
Wasmannia auropunctata,Hymenoptera,GCF_000956235.1,XP_011700016.1,523,6.8033,58695.74,Extracellular,OG0000000,"['Glyco_hydro_18', 'CBM_14']",0
Anopheles gambiae,Diptera,GCF_943734735.2,XP_319801.5,404,7.385,44820.02,Cytoplasm|Extracellular,OG0000000,['Glyco_hydro_18'],0
Thrips palmi,Thysanoptera,GCF_012932325.1,XP_034239569.1,1038,6.4799,113889.81,Extracellular,OG0000000,"['Glyco_hydro_18', 'CBM_14']",0
Culex quinquefasciatus,Diptera,GCF_015732765.1,XP_001841678.2,481,6.4438,51897.55,Extracellular,OG0000000,"['Glyco_hydro_18', 'CBM_14']",0
Culex quinquefasciatus,Diptera,GCF_015732765.1,XP_001846328.2,484,4.9528,53495.48,Cell membrane,OG0000000,['Glyco_hydro_18'],0
Culex quinquefasciatus,Diptera,GCF_015732765.1,XP_001863385.2,421,6.122,47777.95,Extracellular|Lysosome/Vacuole,OG0000000,['Glyco_hydro_18'],0
Culex quinquefasciatus,Diptera,GCF_015732765.1,XP_001863386.2,411,5.4644,46292.54,Extracellular,OG0000000,['Glyco_hydro_18'],0
Wasmannia auropunctata,Hymenoptera,GCF_000956235.1,XP_011699779.1,967,6.5136,109796.34,Extracellular,OG0000000,"['Glyco_hydro_18', 'Glyco_hydro_18', 'CBM_14']",0
Culex quinquefasciatus,Diptera,GCF_015732765.1,XP_038105323.1,590,4.5834,66073.12,Extracellular,OG0000000,"['Glyco_hydro_18', 'CBM_14']",0
Culex quinquefasciatus,Diptera,GCF_015732765.1,XP_038105992.1,2844,4.9385,313711.07,Extracellular,OG0000000,"['Glyco_hydro_18', 'CBM_14']",0
Culex quinquefasciatus,Diptera,GCF_015732765.1,XP_038111984.1,970,6.8999,106242.36,Extracellular,OG0000000,"['Glyco_hydro_18', 'CBM_14', 'Glyco_hydro_18', 'CBM_14']",0
Wasmannia auropunctata,Hymenoptera,GCF_000956235.1,XP_011694453.1,2696,6.6679,301426.23,Extracellular,OG0000000,"['Glyco_hydro_18', 'CBM_14', 'Glyco_hydro_18', 'CBM_14', 'CBM_14', 'CBM_14', 'Glyco_hydro_18', 'Glyco_hydro_18', 'CBM_14', 'Glyco_hydro_18']",0
Culex quinquefasciatus,Diptera,GCF_015732765.1,XP_001845767.2,374,6.3609,41989.44,Cytoplasm,OG0000000,['Glyco_hydro_18'],0
Thrips palmi,Thysanoptera,GCF_012932325.1,XP_034242958.1,2900,5.0559,322032.12,Extracellular,OG0000000,"['Glyco_hydro_18', 'CBM_14', 'CBM_14', 'Glyco_hydro_18', 'CBM_14', 'CBM_14', 'CBM_14', 'Glyco_hydro_18', 'Glyco_hydro_18', 'CBM_14', 'Glyco_hydro_18']",0
Wasmannia auropunctata,Hymenoptera,GCF_000956235.1,XP_011691363.1,447,6.7212,50096.25,Cell membrane,OG0000000,['Glyco_hydro_18'],0
Wasmannia auropunctata,Hymenoptera,GCF_000956235.1,XP_011691362.1,447,6.7212,50096.25,Cell membrane,OG0000000,['Glyco_hydro_18'],0
Camponotus floridanus,Hymenoptera,GCF_003227725.1,XP_025265676.1,542,7.1439,61373.93,Extracellular,OG0000000,"['Glyco_hydro_18', 'CBM_14']",0
Camponotus floridanus,Hymenoptera,GCF_003227725.1,XP_025265840.1,451,7.095,50933.22,Cell membrane,OG0000000,['Glyco_hydro_18'],0
Camponotus floridanus,Hymenoptera,GCF_003227725.1,XP_025265847.1,451,7.5208,51595.29,Cell membrane,OG0000000,['Glyco_hydro_18'],0
Camponotus floridanus,Hymenoptera,GCF_003227725.1,XP_025265848.1,430,7.2984,49379.72,Cell membrane,OG0000000,['Glyco_hydro_18'],0
Camponotus floridanus,Hymenoptera,GCF_003227725.1,XP_025265849.1,430,7.2984,49379.72,Cell membrane,OG0000000,['Glyco_hydro_18'],0
Camponotus floridanus,Hymenoptera,GCF_003227725.1,XP_025265914.1,430,6.5007,49275.42,Cell membrane,OG0000000,['Glyco_hydro_18'],0
Camponotus floridanus,Hymenoptera,GCF_003227725.1,XP_025269085.1,401,6.6324,45402.24,Extracellular,OG0000000,['Glyco_hydro_18'],0
Diorhabda sublineata,Coleoptera,GCF_026230105.1,XP_056647983.1,393,4.4659,44535.17,Extracellular,OG0000000,['Glyco_hydro_18'],0
Camponotus floridanus,Hymenoptera,GCF_003227725.1,XP_025264787.1,2732,6.6512,308725.56,Extracellular,OG0000000,"['Glyco_hydro_18', 'CBM_14', 'Glyco_hydro_18', 'CBM_14', 'CBM_14', 'CBM_14', 'Glyco_hydro_18', 'Glyco_hydro_18', 'CBM_14', 'Glyco_hydro_18']",0
Diorhabda sublineata,Coleoptera,GCF_026230105.1,XP_056647610.1,500,3.9628,53373.85,Extracellular,OG0000000,"['Glyco_hydro_18', 'CBM_14']",0
Manduca sexta,Lepidoptera,GCF_014839805.1,XP_030022310.2,539,7.2424,61023.27,Cell membrane,OG0000000,['Glyco_hydro_18'],0
Diorhabda sublineata,Coleoptera,GCF_026230105.1,XP_056647609.1,500,3.9628,53373.85,Extracellular,OG0000000,"['Glyco_hydro_18', 'CBM_14']",0
Manduca sexta,Lepidoptera,GCF_014839805.1,XP_030024278.2,2897,6.3169,321772.01,Extracellular,OG0000000,"['Glyco_hydro_18', 'CBM_14', 'Glyco_hydro_18', 'CBM_14', 'CBM_14', 'CBM_14', 'CBM_14', 'CBM_14', 'Glyco_hydro_18', 'Glyco_hydro_18', 'CBM_14', 'Glyco_hydro_18']",0
Manduca sexta,Lepidoptera,GCF_014839805.1,XP_030029111.1,1829,6.4064,204866.94,Extracellular,OG0000000,"['Glyco_hydro_18', 'CBM_14', 'CBM_14']",0
Manduca sexta,Lepidoptera,GCF_014839805.1,XP_030030175.1,558,5.1916,62578.34,Extracellular,OG0000000,"['Glyco_hydro_18', 'CBM_14']",0
Manduca sexta,Lepidoptera,GCF_014839805.1,XP_030036428.1,490,6.8684,55435.87,Golgi apparatus,OG0000000,['Glyco_hydro_18'],0
Manduca sexta,Lepidoptera,GCF_014839805.1,XP_037300973.1,910,5.2088,99140.03,Extracellular,OG0000000,"['Glyco_hydro_18', 'CBM_14']",0
Manduca sexta,Lepidoptera,GCF_014839805.1,XP_037300976.1,870,5.3593,94982.56,Extracellular,OG0000000,"['Glyco_hydro_18', 'CBM_14']",0
Manduca sexta,Lepidoptera,GCF_014839805.1,XP_030022210.1,988,6.6509,111859.67,Extracellular,OG0000000,"['Glyco_hydro_18', 'Glyco_hydro_18', 'CBM_14']",0
Anopheles gambiae,Diptera,GCF_943734735.2,XP_061519807.1,3050,4.9748,329883.62,Extracellular,OG0000000,"['Glyco_hydro_18', 'CBM_14']",0
Camponotus floridanus,Hymenoptera,GCF_003227725.1,XP_025264786.1,2732,6.6512,308725.56,Extracellular,OG0000000,"['Glyco_hydro_18', 'CBM_14', 'Glyco_hydro_18', 'CBM_14', 'CBM_14', 'CBM_14', 'Glyco_hydro_18', 'Glyco_hydro_18', 'CBM_14', 'Glyco_hydro_18']",0
Camponotus floridanus,Hymenoptera,GCF_003227725.1,XP_025264784.1,2732,6.6512,308725.56,Extracellular,OG0000000,"['Glyco_hydro_18', 'CBM_14', 'Glyco_hydro_18', 'CBM_14', 'CBM_14', 'CBM_14', 'Glyco_hydro_18', 'Glyco_hydro_18', 'CBM_14', 'Glyco_hydro_18']",0
Thrips palmi,Thysanoptera,GCF_012932325.1,XP_034246495.1,449,7.6703,48319.27,Extracellular,OG0000000,['Glyco_hydro_18'],0
Thrips palmi,Thysanoptera,GCF_012932325.1,XP_034248270.1,999,7.0022,111480.49,Extracellular,OG0000000,"['Glyco_hydro_18', 'Glyco_hydro_18', 'CBM_14']",0
Wasmannia auropunctata,Hymenoptera,GCF_000956235.1,XP_011688020.1,482,6.5943,53549.48,Extracellular,OG0000000,"['Glyco_hydro_18', 'CBM_14']",0
Thrips palmi,Thysanoptera,GCF_012932325.1,XP_034250019.1,575,5.8124,64272.14,Extracellular,OG0000000,"['Glyco_hydro_18', 'CBM_14']",0
Thrips palmi,Thysanoptera,GCF_012932325.1,XP_034252989.1,403,5.0419,44175.18,Extracellular,OG0000000,['Glyco_hydro_18'],0
Camponotus floridanus,Hymenoptera,GCF_003227725.1,XP_011251921.1,481,7.6571,53431.89,Extracellular,OG0000000,"['Glyco_hydro_18', 'CBM_14']",0
Camponotus floridanus,Hymenoptera,GCF_003227725.1,XP_011251922.1,481,7.6571,53431.89,Extracellular,OG0000000,"['Glyco_hydro_18', 'CBM_14']",0
Camponotus floridanus,Hymenoptera,GCF_003227725.1,XP_011252982.1,479,7.7449,54549.14,Golgi apparatus,OG0000000,['Glyco_hydro_18'],0
Camponotus floridanus,Hymenoptera,GCF_003227725.1,XP_025264785.1,2732,6.6512,308725.56,Extracellular,OG0000000,"['Glyco_hydro_18', 'CBM_14', 'Glyco_hydro_18', 'CBM_14', 'CBM_14', 'CBM_14', 'Glyco_hydro_18', 'Glyco_hydro_18', 'CBM_14', 'Glyco_hydro_18']",0
Camponotus floridanus,Hymenoptera,GCF_003227725.1,XP_011257954.1,968,6.231,110011.36,Extracellular,OG0000000,"['Glyco_hydro_18', 'Glyco_hydro_18', 'CBM_14']",0
Camponotus floridanus,Hymenoptera,GCF_003227725.1,XP_011258500.2,542,7.1439,61373.93,Extracellular,OG0000000,"['Glyco_hydro_18', 'CBM_14']",0
Wasmannia auropunctata,Hymenoptera,GCF_000956235.1,XP_011685695.1,471,7.5006,53659.25,Golgi apparatus,OG0000000,['Glyco_hydro_18'],0
Camponotus floridanus,Hymenoptera,GCF_003227725.1,XP_011265551.2,2732,6.6512,308725.56,Extracellular,OG0000000,"['Glyco_hydro_18', 'CBM_14', 'Glyco_hydro_18', 'CBM_14', 'CBM_14', 'CBM_14', 'Glyco_hydro_18', 'Glyco_hydro_18', 'CBM_14', 'Glyco_hydro_18']",0
Camponotus floridanus,Hymenoptera,GCF_003227725.1,XP_011265554.2,2732,6.6512,308725.56,Extracellular,OG0000000,"['Glyco_hydro_18', 'CBM_14', 'Glyco_hydro_18', 'CBM_14', 'CBM_14', 'CBM_14', 'Glyco_hydro_18', 'Glyco_hydro_18', 'CBM_14', 'Glyco_hydro_18']",0
Camponotus floridanus,Hymenoptera,GCF_003227725.1,XP_011265555.2,2732,6.6512,308725.56,Extracellular,OG0000000,"['Glyco_hydro_18', 'CBM_14', 'Glyco_hydro_18', 'CBM_14', 'CBM_14', 'CBM_14', 'Glyco_hydro_18', 'Glyco_hydro_18', 'CBM_14', 'Glyco_hydro_18']",0
Diorhabda sublineata,Coleoptera,GCF_026230105.1,XP_056648990.1,2332,5.7065,265210.47,Extracellular,OG0000000,"['Glyco_hydro_18', 'CBM_14']",0
Camponotus floridanus,Hymenoptera,GCF_003227725.1,XP_025262173.1,2909,5.213,323060.35,Extracellular,OG0000000,"['Glyco_hydro_18', 'CBM_14', 'CBM_14']",0
Camponotus floridanus,Hymenoptera,GCF_003227725.1,XP_025264782.1,2732,6.6512,308725.56,Extracellular,OG0000000,"['Glyco_hydro_18', 'CBM_14', 'Glyco_hydro_18', 'CBM_14', 'CBM_14', 'CBM_14', 'Glyco_hydro_18', 'Glyco_hydro_18', 'CBM_14', 'Glyco_hydro_18']",0
Camponotus floridanus,Hymenoptera,GCF_003227725.1,XP_011258499.2,542,7.1439,61373.93,Extracellular,OG0000000,"['Glyco_hydro_18', 'CBM_14']",0
Anopheles gambiae,Diptera,GCF_943734735.2,XP_061519804.1,3050,4.9748,329883.62,Extracellular,OG0000000,"['Glyco_hydro_18', 'CBM_14']",0
Wasmannia auropunctata,Hymenoptera,GCF_000956235.1,XP_011704053.1,3001,6.9454,334431.33,Extracellular,OG0000000,"['Glyco_hydro_18', 'CBM_14', 'CBM_14']",0
Anopheles gambiae,Diptera,GCF_943734735.2,XP_061515627.1,501,7.1878,54725.02,Extracellular,OG0000000,"['Glyco_hydro_18', 'CBM_14']",0
